Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Target
0,0,18,0,13.133333333333300,12.221428571428600,Graduate
0,1,21,0,12.0,12.0,Graduate
1,1,19,0,0.0,0.0,Enrolled
1,0,19,0,11.4,10.0,Enrolled
1,0,24,0,0.0,0.0,Enrolled
1,0,29,0,11.9,11.0,Dropout
1,1,19,0,0.0,0.0,Graduate
1,0,23,0,12.571428571428600,12.428571428571400,Graduate
1,0,19,0,11.2,10.75,Dropout
1,0,26,0,12.0,10.8,Enrolled
1,0,18,0,0.0,0.0,Enrolled
1,0,24,0,11.975,13.75,Graduate
1,0,19,0,0.0,0.0,Dropout
1,0,18,0,11.666666666666700,12.0,Dropout
1,0,18,0,12.333333333333300,12.333333333333300,Graduate
1,0,18,0,10.333333333333300,10.857142857142900,Dropout
1,1,21,0,10.5,11.0,Dropout
1,1,19,0,13.666666666666700,13.333333333333300,Graduate
1,1,22,0,14.842857142857100,15.055555555555600,Graduate
1,0,33,0,12.0,11.666666666666700,Graduate
1,0,20,0,12.2,12.2,Dropout
1,0,35,0,0.0,0.0,Dropout
1,0,24,0,12.166666666666700,13.3,Dropout
1,0,18,0,12.0,11.333333333333300,Enrolled
0,0,33,0,11.0,11.0,Graduate
0,1,22,0,13.08,13.08,Graduate
0,1,25,0,10.5,11.6,Graduate
1,0,20,0,10.666666666666700,11.2,Graduate
1,0,23,0,14.0,13.8,Enrolled
1,0,18,0,10.0,0.0,Enrolled
1,0,24,0,0.0,0.0,Dropout
0,0,21,1,14.0,13.5,Graduate
0,0,26,1,12.0,0.0,Dropout
0,0,39,0,12.666666666666700,0.0,Dropout
0,0,44,0,11.875,12.333333333333300,Graduate
1,0,19,1,14.0,13.25,Enrolled
0,0,18,0,13.666666666666700,13.333333333333300,Graduate
0,1,18,0,13.75,14.47777777777780,Graduate
0,0,19,0,14.2,13.8,Enrolled
0,0,19,0,11.96,0.0,Dropout
0,0,21,0,12.875,13.4,Dropout
0,0,20,0,0.0,0.0,Graduate
0,0,36,0,0.0,0.0,Dropout
0,0,43,0,14.63157894736840,14.23076923076920,Graduate
0,0,19,0,0.0,0.0,Dropout
0,0,20,0,13.0,12.272727272727300,Graduate
0,0,19,0,0.0,0.0,Dropout
0,0,20,0,14.2,13.25,Dropout
0,0,20,0,13.266666666666700,12.3,Dropout
0,0,20,0,11.666666666666700,13.0,Enrolled
0,0,18,0,13.857142857142900,15.0,Graduate
0,1,18,0,13.0,11.0,Enrolled
0,0,19,0,13.4,12.8,Graduate
0,0,18,0,12.666666666666700,12.571428571428600,Graduate
0,0,18,0,12.516666666666700,12.516666666666700,Dropout
0,0,20,0,11.616666666666700,13.0,Enrolled
0,1,20,0,10.0,10.75,Enrolled
0,0,20,0,10.333333333333300,10.666666666666700,Enrolled
0,0,18,0,13.142857142857100,11.4,Graduate
0,0,18,0,12.6,14.0,Graduate
0,0,21,0,11.0,11.0,Dropout
0,0,19,0,10.8,11.25,Graduate
0,0,19,0,0.0,0.0,Dropout
0,1,19,0,12.8,14.2,Graduate
0,0,19,0,14.166666666666700,12.2,Graduate
0,0,19,0,12.1,0.0,Dropout
0,0,20,0,14.166666666666700,13.77777777777780,Graduate
0,1,18,0,12.8,13.4,Enrolled
0,0,18,0,13.0,13.666666666666700,Graduate
0,0,19,0,13.467142857142900,15.011111111111100,Graduate
0,1,18,0,13.2375,13.742857142857100,Dropout
0,0,18,0,12.333333333333300,13.0,Graduate
0,0,19,0,12.4,14.6,Graduate
0,0,19,0,14.0,0.0,Dropout
0,0,20,0,11.666666666666700,11.714285714285700,Graduate
0,1,19,0,12.0,12.5,Dropout
0,0,20,0,12.2,11.5,Graduate
0,1,18,0,14.833333333333300,14.833333333333300,Graduate
0,1,20,0,13.188,12.892857142857100,Enrolled
0,0,18,0,17.125,17.5875,Graduate
0,0,19,0,12.666666666666700,12.666666666666700,Graduate
0,1,19,0,12.666666666666700,12.0,Graduate
0,0,22,0,0.0,0.0,Enrolled
0,1,19,0,11.333333333333300,11.5,Graduate
0,1,19,0,13.605,12.33125,Graduate
0,1,19,0,12.0,10.8,Graduate
0,0,19,0,0.0,0.0,Dropout
0,0,20,0,11.2,11.666666666666700,Dropout
0,0,18,0,13.375,14.166666666666700,Graduate
0,1,20,0,13.863333333333300,14.178571428571400,Graduate
0,0,18,0,0.0,0.0,Enrolled
0,0,19,0,12.4,13.4,Graduate
0,0,18,0,12.333333333333300,10.833333333333300,Enrolled
0,0,18,0,13.333333333333300,11.8,Graduate
0,0,21,0,12.666666666666700,10.0,Dropout
0,0,19,0,12.0,11.5,Dropout
0,1,18,0,10.6,11.8,Graduate
0,1,18,0,12.25,11.857142857142900,Graduate
0,0,20,0,11.0,11.833333333333300,Graduate
0,1,24,0,11.0,12.6,Graduate
0,0,19,0,13.166666666666700,13.0,Dropout
0,1,18,0,12.855555555555600,12.761111111111100,Graduate
0,0,18,0,14.91875,15.355,Graduate
0,0,21,0,11.5,11.0,Dropout
0,0,19,0,14.2,14.2,Graduate
0,1,19,0,12.5,13.0,Graduate
0,0,47,0,0.0,0.0,Enrolled
0,0,19,0,11.666666666666700,11.0,Graduate
0,0,29,0,14.257142857142900,14.257142857142900,Graduate
0,0,21,0,12.0,11.333333333333300,Dropout
0,0,28,0,11.25,10.5,Enrolled
0,0,20,0,12.457142857142900,13.5625,Graduate
0,0,19,0,11.683333333333300,11.683333333333300,Graduate
0,0,26,0,11.666666666666700,12.0,Graduate
0,0,20,0,11.75,13.166666666666700,Dropout
0,1,18,0,11.666666666666700,13.5,Enrolled
0,0,27,0,13.2,12.0,Graduate
0,0,20,0,11.95,11.95,Dropout
0,0,18,0,12.4,10.4,Dropout
0,0,33,0,14.35,14.583333333333300,Dropout
0,0,35,0,12.61904761904760,12.789473684210500,Graduate
0,1,26,0,12.666666666666700,13.166666666666700,Enrolled
0,0,27,0,12.0,0.0,Dropout
0,0,19,0,12.166666666666700,0.0,Dropout
0,0,20,0,0.0,0.0,Dropout
0,0,20,0,10.0,10.571428571428600,Dropout
0,0,21,0,11.5,10.0,Enrolled
0,1,18,0,13.05,13.05,Graduate
0,0,24,0,11.0,0.0,Dropout
0,0,20,0,11.5,12.0,Graduate
0,1,21,0,12.0,12.5,Graduate
0,0,23,0,10.0,10.0,Enrolled
0,0,24,0,0.0,0.0,Dropout
0,0,21,0,0.0,0.0,Dropout
0,0,18,0,12.242857142857100,12.242857142857100,Graduate
0,0,27,0,0.0,0.0,Dropout
0,0,18,0,12.93375,12.93375,Graduate
0,0,35,0,0.0,0.0,Dropout
0,0,18,0,12.571428571428600,14.428571428571400,Graduate
0,0,35,0,11.816666666666700,11.333333333333300,Enrolled
0,0,19,0,13.75,14.333333333333300,Graduate
0,0,20,0,11.166666666666700,11.333333333333300,Graduate
0,0,18,0,12.324285714285700,12.324285714285700,Graduate
0,0,21,0,12.166666666666700,11.714285714285700,Graduate
0,1,18,0,11.142857142857100,11.25,Graduate
0,0,18,0,11.0,10.75,Graduate
0,0,18,0,12.914285714285700,12.914285714285700,Graduate
0,1,18,0,13.833333333333300,14.166666666666700,Graduate
0,0,19,0,13.857142857142900,13.4,Graduate
0,1,36,0,13.714285714285700,12.8,Dropout
0,1,18,0,12.642857142857100,12.642857142857100,Graduate
0,1,18,0,12.916666666666700,12.916666666666700,Graduate
0,1,20,0,15.625,15.857142857142900,Graduate
0,1,26,0,0.0,0.0,Dropout
0,0,21,0,11.714285714285700,12.0,Graduate
0,0,25,0,12.125,13.3125,Enrolled
0,1,19,0,11.6,11.6,Graduate
0,0,24,0,10.0,0.0,Dropout
0,1,27,0,10.0,0.0,Dropout
0,0,21,0,0.0,13.5,Dropout
0,1,18,0,13.0,12.333333333333300,Graduate
0,1,19,0,13.333333333333300,14.5,Graduate
0,0,18,0,11.25,12.5,Dropout
0,1,19,0,13.85,12.19285714285710,Graduate
0,1,19,0,13.741666666666700,14.9125,Graduate
0,0,33,0,15.333333333333300,15.8,Graduate
0,0,45,0,11.0,13.8,Graduate
0,1,20,0,12.0,12.857142857142900,Graduate
0,0,28,0,0.0,0.0,Dropout
0,1,19,0,11.571428571428600,11.571428571428600,Graduate
0,0,18,0,12.857142857142900,12.666666666666700,Graduate
0,0,38,0,0.0,0.0,Dropout
0,0,19,0,13.0,13.2,Graduate
0,1,21,0,11.0,12.0,Graduate
0,0,21,0,12.0,15.0,Dropout
0,1,22,0,12.6,13.0,Graduate
0,1,18,0,13.4,13.166666666666700,Graduate
0,1,18,0,11.333333333333300,11.571428571428600,Graduate
0,0,25,0,13.5,14.25,Dropout
0,0,24,0,11.75,10.333333333333300,Dropout
0,0,19,0,12.471428571428600,11.4625,Enrolled
0,0,24,0,12.909090909090900,13.555555555555600,Enrolled
0,1,20,0,11.6,13.6,Graduate
0,0,25,0,0.0,0.0,Dropout
0,1,20,0,12.9,12.363636363636400,Graduate
0,0,23,0,13.22,13.22,Graduate
0,1,19,0,13.151428571428600,13.151428571428600,Graduate
0,0,29,0,12.75,11.333333333333300,Dropout
0,0,21,0,11.333333333333300,12.25,Graduate
0,1,18,0,13.25,14.142857142857100,Graduate
0,0,19,0,12.4,12.4,Enrolled
0,1,18,0,15.0,12.833333333333300,Dropout
0,0,19,0,14.4,13.0,Graduate
0,0,18,0,11.0,0.0,Enrolled
0,0,18,0,12.4,10.8,Graduate
0,1,37,0,16.0,0.0,Dropout
0,0,29,0,13.571428571428600,12.333333333333300,Graduate
0,0,18,0,11.833333333333300,12.5,Enrolled
0,1,19,0,11.666666666666700,12.666666666666700,Graduate
0,0,22,0,11.833333333333300,13.0,Dropout
0,1,20,0,11.166666666666700,10.6,Graduate
0,0,34,0,0.0,0.0,Dropout
0,0,30,0,11.75,12.166666666666700,Dropout
0,0,18,0,14.0,14.0,Graduate
0,0,18,0,12.833333333333300,12.0,Graduate
0,0,18,0,12.25,11.666666666666700,Graduate
0,0,18,0,14.828571428571400,14.828571428571400,Graduate
0,1,19,0,11.4,12.8,Graduate
0,1,19,0,13.0,12.5,Graduate
0,1,18,0,13.671428571428600,13.671428571428600,Graduate
0,1,21,0,12.666666666666700,12.8,Graduate
0,0,20,0,10.0,13.0,Dropout
0,0,20,0,13.5,12.333333333333300,Graduate
0,0,19,0,12.67,13.55,Graduate
0,0,20,0,14.5,15.428571428571400,Graduate
0,0,18,0,13.685714285714300,15.3875,Graduate
0,0,20,0,11.0,10.666666666666700,Dropout
0,0,29,0,11.555555555555600,13.2,Dropout
0,1,18,0,13.79714285714290,13.775,Enrolled
0,1,20,0,14.00375,13.812857142857100,Graduate
0,1,22,0,12.0,11.4,Graduate
0,1,47,0,14.166666666666700,14.166666666666700,Graduate
0,0,31,0,14.0,13.8,Graduate
0,1,21,0,13.8,12.833333333333300,Graduate
0,0,21,0,12.8,11.857142857142900,Graduate
0,0,24,0,12.166666666666700,13.833333333333300,Graduate
0,0,18,0,12.5,12.333333333333300,Enrolled
0,0,32,0,12.0,11.5,Graduate
0,1,19,0,10.833333333333300,11.5,Graduate
0,0,24,0,13.385,13.385,Graduate
0,0,19,0,15.666666666666700,14.5,Graduate
0,1,19,0,14.333333333333300,13.833333333333300,Graduate
0,0,24,0,11.428571428571400,13.0,Enrolled
0,1,18,0,11.666666666666700,11.666666666666700,Graduate
0,1,19,0,12.0,11.333333333333300,Dropout
0,1,19,0,14.725714285714300,14.725714285714300,Graduate
0,1,18,0,14.166666666666700,13.666666666666700,Graduate
0,0,18,0,11.571428571428600,12.333333333333300,Graduate
0,0,20,0,12.5,13.1375,Graduate
0,0,18,0,12.86,12.86,Graduate
0,0,18,0,12.25,13.714285714285700,Graduate
0,1,21,0,12.0,12.2,Graduate
0,1,18,0,15.116666666666700,16.168888888888900,Graduate
0,0,18,0,12.5,10.25,Dropout
0,0,19,0,0.0,0.0,Dropout
0,0,19,0,11.0,11.0,Enrolled
0,0,18,0,11.875,14.6,Graduate
0,0,34,0,11.0,0.0,Dropout
0,0,19,0,15.2,13.2,Graduate
0,0,19,0,11.6,11.0,Dropout
0,0,26,0,14.833333333333300,15.142857142857100,Graduate
0,0,21,0,11.333333333333300,11.333333333333300,Dropout
0,1,18,0,11.2,11.8,Graduate
0,1,20,0,13.4,13.666666666666700,Graduate
0,0,25,0,10.5,0.0,Dropout
0,0,18,0,16.2,16.4,Graduate
0,1,18,0,14.542857142857100,14.88181818181820,Graduate
0,0,19,0,13.694285714285700,14.355555555555600,Graduate
0,1,18,0,11.285714285714300,11.857142857142900,Graduate
0,0,20,0,11.757142857142900,13.083333333333300,Enrolled
0,0,26,0,0.0,0.0,Dropout
0,1,19,0,13.058571428571400,13.058571428571400,Graduate
0,0,19,0,14.3,14.055555555555600,Graduate
0,0,19,0,11.8,12.0,Graduate
0,0,19,0,10.333333333333300,13.0,Enrolled
0,0,18,0,10.571428571428600,11.666666666666700,Graduate
0,0,19,0,13.333333333333300,13.333333333333300,Graduate
0,0,18,0,11.857142857142900,11.0,Graduate
0,0,18,0,12.6,11.4,Enrolled
0,0,18,0,14.0,11.6,Enrolled
0,0,18,0,12.0,12.666666666666700,Enrolled
0,0,26,0,0.0,0.0,Dropout
0,0,20,0,12.0,13.0,Graduate
0,0,19,0,12.666666666666700,11.666666666666700,Graduate
0,1,18,0,12.166666666666700,13.666666666666700,Graduate
0,0,19,0,13.333333333333300,14.666666666666700,Graduate
0,0,40,0,15.0,14.571428571428600,Graduate
0,1,18,0,13.39125,13.39125,Graduate
0,0,19,0,12.166666666666700,12.428571428571400,Graduate
0,0,18,0,11.25,12.5,Graduate
0,0,19,0,12.0,12.0,Enrolled
0,0,18,0,0.0,0.0,Dropout
0,0,33,0,12.833333333333300,12.857142857142900,Graduate
0,0,35,0,14.0,13.1,Graduate
0,0,26,0,13.0,12.0,Enrolled
0,0,18,0,13.5,12.5,Graduate
0,0,36,0,10.692307692307700,12.307692307692300,Enrolled
0,0,39,0,11.0,11.666666666666700,Graduate
0,0,44,0,13.0,13.833333333333300,Graduate
0,0,20,0,12.0,11.25,Enrolled
0,0,24,0,12.6,11.5,Dropout
0,1,20,0,13.666666666666700,13.333333333333300,Graduate
0,0,19,0,0.0,0.0,Dropout
0,1,18,0,14.2,14.2,Graduate
0,0,22,0,11.0,0.0,Dropout
0,0,18,0,15.0,16.428571428571400,Graduate
0,0,24,0,12.585714285714300,13.44285714285710,Graduate
0,0,33,0,0.0,0.0,Dropout
0,1,30,0,0.0,0.0,Enrolled
0,0,26,0,0.0,0.0,Dropout
0,0,18,0,11.666666666666700,11.833333333333300,Graduate
0,0,19,0,12.666666666666700,10.0,Dropout
0,0,20,0,10.333333333333300,11.0,Enrolled
0,1,22,0,13.5,13.714285714285700,Graduate
0,0,19,0,13.98,13.98,Enrolled
0,1,21,0,16.153846153846200,15.75,Graduate
0,1,21,0,14.033333333333300,14.033333333333300,Graduate
0,0,19,0,11.0,11.2,Enrolled
0,1,19,0,13.857142857142900,13.666666666666700,Graduate
0,0,18,0,13.414285714285700,13.414285714285700,Dropout
0,0,50,0,13.545454545454500,13.571428571428600,Graduate
0,1,31,0,11.25,10.833333333333300,Enrolled
0,1,19,0,13.833333333333300,14.428571428571400,Graduate
0,0,35,0,12.0,12.857142857142900,Graduate
0,0,31,0,0.0,0.0,Dropout
0,0,42,0,11.9,12.8,Enrolled
0,0,34,0,0.0,0.0,Dropout
0,1,18,0,15.135714285714300,15.287500000000000,Graduate
0,1,18,0,12.285714285714300,13.333333333333300,Enrolled
0,0,21,0,12.666666666666700,13.5,Enrolled
0,1,26,0,12.74,10.978571428571400,Dropout
0,0,20,0,13.25,13.75,Enrolled
0,0,19,0,10.333333333333300,10.333333333333300,Enrolled
0,1,19,0,13.428571428571400,13.166666666666700,Graduate
0,0,20,0,12.555555555555600,11.11111111111110,Graduate
0,0,19,0,11.5,11.166666666666700,Graduate
0,0,18,0,13.666666666666700,12.333333333333300,Graduate
0,0,28,0,11.272727272727300,12.0,Graduate
0,0,22,0,13.166666666666700,12.4,Enrolled
0,1,21,0,14.666666666666700,14.166666666666700,Graduate
0,0,21,0,12.75,11.0,Enrolled
0,0,26,0,11.2,12.14,Enrolled
0,0,18,0,13.0,11.4,Dropout
0,0,20,0,10.5,12.333333333333300,Dropout
0,0,18,0,14.857142857142900,14.0,Graduate
0,1,19,0,12.86,12.86,Graduate
0,0,20,0,11.727272727272700,12.0,Graduate
0,1,22,0,13.142857142857100,12.0,Graduate
0,0,18,0,11.8,13.714285714285700,Dropout
0,0,19,0,10.666666666666700,0.0,Dropout
0,1,18,0,11.6,11.2,Enrolled
0,0,20,0,10.333333333333300,10.333333333333300,Enrolled
0,0,19,0,12.25,11.0,Enrolled
0,0,19,0,12.0,12.75,Enrolled
0,0,19,0,14.731428571428600,14.731428571428600,Graduate
0,0,18,0,0.0,0.0,Graduate
0,0,21,0,13.615384615384600,14.25,Graduate
0,0,27,0,15.8,14.8,Graduate
0,0,19,0,14.666666666666700,14.571428571428600,Graduate
0,0,25,0,0.0,0.0,Dropout
0,1,18,0,14.654285714285700,14.654285714285700,Graduate
0,0,24,0,12.401428571428600,12.401428571428600,Graduate
0,0,20,0,11.5875,14.071428571428600,Graduate
0,0,26,0,14.0,15.6,Graduate
0,1,20,0,12.333333333333300,11.833333333333300,Graduate
0,0,18,0,14.0,15.4,Graduate
0,0,19,0,15.23076923076920,12.375,Graduate
0,0,23,0,11.6,11.0,Dropout
0,1,18,0,11.6,11.6,Graduate
0,0,18,0,0.0,0.0,Dropout
0,1,19,0,12.901428571428600,13.094444444444400,Graduate
0,0,30,0,14.142857142857100,14.8,Graduate
0,0,29,0,0.0,0.0,Dropout
0,0,19,0,13.25375,13.25375,Graduate
0,0,20,0,13.785714285714300,14.1,Graduate
0,0,20,0,13.916666666666700,13.916666666666700,Graduate
0,0,19,0,13.5,13.571428571428600,Graduate
0,0,20,0,11.333333333333300,10.666666666666700,Enrolled
0,0,21,0,0.0,0.0,Dropout
0,0,19,0,11.5,14.6,Graduate
0,1,18,0,12.082857142857100,12.082857142857100,Graduate
0,1,27,0,11.833333333333300,12.8,Graduate
0,1,19,0,13.4,12.4,Graduate
0,1,19,0,0.0,0.0,Dropout
0,0,19,0,14.2,14.571428571428600,Graduate
0,1,18,0,13.814285714285700,13.814285714285700,Graduate
0,1,20,0,11.25,10.5,Enrolled
0,1,18,0,14.5,13.666666666666700,Graduate
0,0,19,0,0.0,0.0,Dropout
0,0,36,0,11.3,11.3,Graduate
0,0,18,0,0.0,16.0,Enrolled
0,0,18,0,12.0,12.0,Enrolled
0,0,19,0,12.3,12.3,Graduate
0,1,18,0,12.694285714285700,12.694285714285700,Graduate
0,0,18,0,11.0,11.0,Graduate
0,1,19,0,13.0,14.166666666666700,Graduate
0,1,19,0,14.4125,16.05,Graduate
0,0,18,0,12.92875,14.0625,Dropout
0,0,20,0,13.333333333333300,12.8,Graduate
0,1,20,0,12.8,12.8,Enrolled
0,0,20,0,14.402857142857100,14.402857142857100,Graduate
0,1,18,0,13.381428571428600,13.381428571428600,Graduate
0,0,18,0,14.13125,13.98375,Graduate
0,0,19,0,11.714285714285700,12.6,Graduate
0,0,19,0,11.8,11.25,Enrolled
0,0,44,0,11.166666666666700,11.0,Graduate
0,0,32,0,0.0,0.0,Dropout
0,0,22,0,13.6,12.0,Dropout
0,0,36,0,13.846153846153800,14.090909090909100,Graduate
0,1,18,0,12.5,13.333333333333300,Graduate
0,0,20,0,16.4,14.6,Graduate
0,1,20,0,13.818181818181800,13.454545454545500,Graduate
0,0,19,0,10.6,10.5,Graduate
0,0,24,0,10.2,12.2,Graduate
0,0,20,0,10.6,10.4,Enrolled
0,0,27,0,11.444444444444400,10.8,Dropout
0,0,20,0,14.333333333333300,12.625,Enrolled
0,1,23,0,13.0,13.266666666666700,Graduate
0,1,18,0,13.31,13.31,Graduate
0,1,18,0,10.571428571428600,12.2,Graduate
0,1,20,0,13.487142857142900,13.487142857142900,Graduate
0,1,20,0,12.333333333333300,11.833333333333300,Graduate
0,0,23,0,11.875,12.833333333333300,Dropout
0,0,20,0,13.966666666666700,13.966666666666700,Graduate
0,0,28,0,0.0,0.0,Dropout
0,0,21,0,11.5,12.8,Graduate
0,0,21,0,12.5,0.0,Dropout
0,0,28,0,0.0,0.0,Dropout
0,0,18,0,11.98,13.225,Graduate
0,1,21,0,13.2,11.8,Enrolled
0,0,19,0,11.614285714285700,14.0375,Graduate
0,1,18,0,14.314285714285700,14.314285714285700,Graduate
0,0,19,0,0.0,0.0,Dropout
0,0,20,0,12.666666666666700,13.0,Enrolled
0,1,20,0,12.766666666666700,12.128571428571400,Graduate
0,1,18,0,12.666666666666700,12.2,Graduate
0,0,20,0,11.5,10.571428571428600,Dropout
0,0,31,0,11.4,11.75,Dropout
0,1,19,0,14.70625,14.4775,Graduate
0,1,19,0,11.814285714285700,13.542857142857100,Graduate
0,0,23,0,13.0,11.875,Graduate
0,0,19,0,14.857142857142900,13.333333333333300,Graduate
0,0,20,0,12.6,12.6,Graduate
0,0,22,0,13.333333333333300,11.4,Enrolled
0,0,18,0,10.666666666666700,12.833333333333300,Enrolled
0,0,27,0,11.5,11.0,Dropout
0,0,29,0,10.0,0.0,Dropout
0,0,18,0,11.8,12.2,Graduate
0,0,18,0,11.8,12.666666666666700,Graduate
0,0,18,0,12.77125,12.77125,Graduate
0,0,20,0,11.333333333333300,12.6,Enrolled
0,0,18,0,12.666666666666700,14.6,Graduate
0,0,18,0,12.2,10.833333333333300,Enrolled
0,0,28,0,12.0,0.0,Dropout
0,1,18,0,11.721428571428600,11.721428571428600,Graduate
0,0,27,0,14.0,12.525,Enrolled
0,0,26,0,14.75,13.8,Enrolled
0,0,18,0,12.666666666666700,13.666666666666700,Graduate
0,0,18,0,13.0,14.0,Dropout
0,0,21,0,0.0,0.0,Dropout
0,0,18,0,10.75,0.0,Enrolled
0,0,32,0,0.0,0.0,Dropout
0,0,28,0,12.5,11.75,Graduate
0,0,40,0,0.0,0.0,Dropout
0,0,39,0,0.0,0.0,Dropout
0,0,39,0,0.0,0.0,Dropout
0,0,50,0,12.5,12.4,Graduate
0,0,23,0,12.8,11.666666666666700,Dropout
0,0,48,0,10.0,11.0,Dropout
0,0,23,0,11.25,10.2,Dropout
0,1,18,0,12.61,12.61,Graduate
0,0,18,0,12.0,12.6,Graduate
0,0,20,1,13.0,13.5,Graduate
0,1,18,1,12.0,13.0,Graduate
0,0,18,1,12.0,0.0,Dropout
1,0,31,0,12.0,11.0,Dropout
1,0,24,0,12.0,10.5,Enrolled
1,0,24,0,0.0,0.0,Graduate
1,0,26,0,0.0,0.0,Dropout
1,0,18,0,13.625,11.75,Dropout
1,1,19,0,11.666666666666700,11.666666666666700,Enrolled
1,0,22,0,0.0,0.0,Dropout
1,0,18,0,11.69,11.69,Graduate
1,0,20,0,0.0,0.0,Dropout
1,0,25,0,0.0,0.0,Graduate
1,0,24,0,11.5,11.285714285714300,Graduate
1,0,27,0,14.0,0.0,Dropout
1,0,21,0,11.0,12.4,Graduate
1,0,21,0,12.857142857142900,13.166666666666700,Graduate
1,0,19,0,12.5,11.333333333333300,Dropout
1,0,28,0,14.528571428571400,15.018181818181800,Graduate
1,0,20,0,10.0,12.0,Enrolled
1,1,21,0,13.0,12.625,Graduate
1,1,18,0,15.957142857142900,15.188888888888900,Graduate
1,1,18,0,13.2,12.6,Enrolled
1,0,20,0,10.2,11.0,Enrolled
1,0,25,0,14.2,13.5,Enrolled
1,0,22,0,12.625,14.5,Enrolled
1,0,18,0,13.496666666666700,13.496666666666700,Enrolled
1,0,19,0,13.25,11.0,Graduate
1,0,19,0,12.0,12.0,Dropout
1,0,25,0,13.0,13.75,Dropout
1,0,21,0,11.77777777777780,13.666666666666700,Dropout
1,0,19,0,11.0,0.0,Dropout
1,0,20,0,0.0,0.0,Dropout
1,0,25,0,12.428571428571400,10.857142857142900,Dropout
1,0,20,0,11.0,12.0,Enrolled
1,0,18,0,0.0,0.0,Graduate
1,0,23,0,11.5,10.666666666666700,Enrolled
1,0,23,0,12.5075,12.5075,Graduate
1,0,21,0,12.090909090909100,12.0,Graduate
1,0,20,0,11.0,12.666666666666700,Enrolled
1,0,25,0,10.0,11.333333333333300,Dropout
1,0,18,0,13.5,13.2,Graduate
1,0,22,0,14.166666666666700,13.625,Graduate
1,0,27,0,14.0,14.714285714285700,Graduate
1,0,25,0,0.0,0.0,Dropout
1,0,18,0,11.666666666666700,11.333333333333300,Dropout
1,0,20,0,14.6,14.2,Graduate
1,0,27,0,13.0,11.5,Graduate
1,0,20,0,12.166666666666700,12.0,Graduate
1,0,22,0,0.0,12.0,Dropout
1,0,19,0,10.5,10.8,Dropout
1,0,20,0,12.4,10.833333333333300,Enrolled
1,0,19,0,0.0,0.0,Graduate
1,0,29,0,0.0,0.0,Dropout
